#,show_id,type,title,country,release_year,date_added,director,cast,rating,listed_in,description,duration,duration_hours
4500,s4501,Movie,The Night Comes for Us,"Indonesia, United States",2018,2018-10-19 00:00:00,Timo Tjahjanto,"Joe Taslim, Iko Uwais, Asha Kenyeri Bermudez, Sunny Pang, Salvita Decorte, Abimana Aryasatya, Zack Lee, Dimas Anggara, Julie Estelle, Dian Sastrowardoyo",TV-MA,"Action & Adventure, International Movies","After sparing a girl's life during a massacre, an elite Triad assassin is targeted by an onslaught of murderous gangsters.",121 min,2 hr 1 min
4501,s4502,TV Show,Wanderlust,United Kingdom,2018,2018-10-19 00:00:00,,"Toni Collette, Steven Mackintosh, Zawe Ashton, Joe Hurst, Emma D'Arcy, Celeste Dring, William Ash, Royce Pierreson, Jeremy Swift, Anastasia Hille, Isis Hainsworth, Sophie Okonedo",TV-MA,"British TV Shows, International TV Shows, Romantic TV Shows","Unable to revive their fading sex life after many years of marriage, a therapist and her husband decide to start dating other people.",1 Season,1 Season
4502,s4503,Movie,Mr. Chandramouli,India,2018,2018-10-18 00:00:00,Thiru,"Karthik, Gautam Karthik, Regina Cassandra, Varalakshmi Sarathkumar, Santhosh Prathap, Mime Gopi, J. Mahendran, Viji Chandrasekhar",TV-MA,"Dramas, International Movies, Thrillers","When the lives of a carefree boxer and his cabdriver dad collide with the ambitions of a ruthless businessman, a search for answers turns to revenge.",131 min,2 hr 11 min
4503,s4504,TV Show,My Babysitter's a Vampire,Canada,2012,2018-10-17 00:00:00,,"Matthew Knight, Vanessa Morgan, Atticus Mitchell, Cameron Kennedy, Kate Todd, Ari Cohen",TV-PG,"Kids' TV, TV Comedies","Ethan, Benny and fledgling vampire Sarah battle zombies, demons and the other supernatural beasties that regularly threaten their school.",2 Seasons,2 Seasons
4504,s4505,TV Show,Rake,Australia,2018,2018-10-16 00:00:00,,"Richard Roxburgh, Matt Day, Adrienne Pickering, Russell Dykstra, Danielle Cormack, Caroline Brazier, Geoff Morrell, Kate Box, Keegan Joyce, Damien Garvey",TV-MA,"Crime TV Shows, International TV Shows, TV Comedies","While Cleaver Greene is a brilliant and driven attorney, he's also an ex-druggie, a current gambling addict and loathed by many of his colleagues.",5 Seasons,5 Seasons
4505,s4506,Movie,"Ron White: If You Quit Listening, I'll Shut Up",United States,2018,2018-10-16 00:00:00,Tom Forrest,Ron White,TV-MA,Stand-Up Comedy,"Ron “Tater Salad” White dishes out his signature brand of cynicism, riffing on sex, celebrity and the sinister habits of wild geese.",63 min,1 hr 3 min
4506,s4507,Movie,Meghnadbodh Rohoshyo,India,2017,2018-10-15 00:00:00,Anik Datta,"Barun Chanda, Sabyasachi Chakraborty",TV-MA,"Dramas, International Movies","A professor mysteriously vanishes, leaving behind a host of suspects, a shadowy history and a clue: the anonymous birthday gift of a Bengali classic.",150 min,2 hr 30 min
4507,s4508,Movie,Sanju,India,2018,2018-10-15 00:00:00,Rajkumar Hirani,"Ranbir Kapoor, Vicky Kaushal, Paresh Rawal, Sonam Kapoor, Dia Mirza, Jim Sarbh, Anushka Sharma, Manisha Koirala, Boman Irani",TV-MA,"Dramas, International Movies","From the depths of addiction to the heights of stardom to underworld entanglements, this biopic traces the checkered past of Indian actor Sanjay Dutt.",159 min,2 hr 39 min
4508,s4509,TV Show,Stunt Science,United Kingdom,2018,2018-10-15 00:00:00,,,TV-MA,"British TV Shows, International TV Shows, Reality TV","When it comes to daring stunts and outrageous pranks, we often wonder: What were they thinking? This high-octane series tries to find some answers.",1 Season,1 Season
4509,s4510,Movie,Soorma,India,2018,2018-10-13 00:00:00,Shaad Ali,"Diljit Dosanjh, Tapsee Pannu, Angad Bedi, Kulbhushan Kharbanda, Satish Kaushik, Vijay Raaz, Seema Kaushal, Mahabir Bhullar, Alka Badola Kaushal, Jimmy Moses",TV-14,"Dramas, International Movies, Sports Movies",This biopic on former Indian field hockey player Sandeep Singh follows the athlete’s hard-fought comeback after an accidental gunshot left him paralyzed.,131 min,2 hr 11 min
4510,s4511,Movie,Apostle,"United Kingdom, United States",2018,2018-10-12 00:00:00,Gareth Evans,"Dan Stevens, Lucy Boynton, Michael Sheen, Mark Lewis Jones, Bill Milner, Kristine Froseth, Paul Higgins, Richard Elfyn, Elen Rhys, Ross O'Hennessy",TV-MA,"Horror Movies, International Movies, Thrillers","In 1905, a drifter on a dangerous mission to rescue his kidnapped sister tangles with a sinister religious cult on an isolated island.",130 min,2 hr 10 min
4511,s4512,TV Show,Edgar Rice Burroughs' Tarzan and Jane,,2018,2018-10-12 00:00:00,,"Marci T. House, Michael Dobson, Omari Newton, Paul Dobson, Rebecca Shoichet, Giles Panton, Kathleen Barr, Doron Bell",TV-Y7,"Crime TV Shows, Kids' TV","Saved from a plane crash and given supernatural powers, teen Tarzan joins forces with brave city girl Jane to protect his jungle home from threats.",2 Seasons,2 Seasons
4512,s4513,Movie,Errementari: The Blacksmith and the Devil,"Spain, France",2018,2018-10-12 00:00:00,Paul Urkijo Alijo,"Kandido Uranga, Uma Bracaglia, Eneko Sagardoy, Ramón Agirre, Josean Bengoetxea, Gotzon Sánchez, José Ramón Argoitia, Gorka Aguinagalde, Iñigo de la Iglesia, Aitor Urtzelai",TV-MA,"Horror Movies, International Movies, Sci-Fi & Fantasy","A brutal blacksmith tortures a demon he blames for his misery, unaware a trespassing orphan is about to change everything. Based on Basque folklore.",99 min,1 hr 39 min
4513,s4514,Movie,Feminists: What Were They Thinking?,United States,2018,2018-10-12 00:00:00,Johanna Demetrakas,,TV-MA,"Documentaries, LGBTQ Movies","Revisiting 1970s photos of women that captured a feminist awakening, this film explores those women's lives and examines the continued need for change.",86 min,1 hr 26 min
4514,s4515,TV Show,FIGHTWORLD,,2018,2018-10-12 00:00:00,Padraic McKinley,Frank Grillo,TV-MA,Docuseries,"Actor and fight enthusiast Frank Grillo travels the world, immersing himself in different fight cultures to understand their traditions and motivations.",1 Season,1 Season
4515,s4516,Movie,Kuntilanak,Indonesia,2018,2018-10-12 00:00:00,Rizal Mantovani,"Sandrinna M Skornicki, Aurélie Moeremans, Fero Walandouw, Andryan Bima, Ciara Nadine Brosnan, Ali Fikry, Adlu Fahrezy, Nena Rosier, Naufal Ho, Aqi Singgih",TV-14,"Horror Movies, International Movies",Five youngsters discover that an antique mirror found in their orphanage is home to an evil ghost who kidnaps children and imprisons them inside it.,106 min,1 hr 46 min
4516,s4517,Movie,ReMastered: Who Shot the Sheriff,United States,2018,2018-10-12 00:00:00,Kief Davidson,,TV-14,"Documentaries, Music & Musicals","In 1976, reggae icon Bob Marley survived an assassination attempt as rival political groups battled in Jamaica. But who exactly was responsible?",57 min,0 hr 57 min
4517,s4518,TV Show,The Curious Creations of Christine McConnell,United States,2018,2018-10-12 00:00:00,,"Christine McConnell, Colleen Smith, Adam Mayfield, Michael Oosterom, Drew Massey, Mick Ignis, Tim Lagasse, Dita von Teese, Steven M. Porter, Elko Weaver",TV-PG,"TV Comedies, TV Mysteries","Wickedly talented baker and artist Christine McConnell fills her home with haunting confections, creepy crafts – and wildly inappropriate creatures.",1 Season,1 Season
4518,s4519,TV Show,The Haunting of Hill House,United States,2018,2018-10-12 00:00:00,,"Michiel Huisman, Carla Gugino, Timothy Hutton, Henry Thomas, Elizabeth Reaser, Oliver Jackson-Cohen, Kate Siegel, Victoria Pedretti, Lulu Wilson, Mckenna Grace, Paxton Singleton, Julian Hilliard, Violet McGraw",TV-MA,"TV Dramas, TV Horror, TV Mysteries","Flashing between past and present, a fractured family confronts haunting memories of their old home and the terrifying events that drove them from it.",1 Season,1 Season
4519,s4520,Movie,The Kindergarten Teacher,"United States, Israel, United Kingdom, Canada",2018,2018-10-12 00:00:00,Sara Colangelo,"Maggie Gyllenhaal, Parker Sevak, Gael García Bernal, Michael Chernus, Anna Baryshnikov, Rosa Salazar, Ajay Naidu",R,"Dramas, Independent Movies",A devoted teacher takes interest in a young student's creative potential after hearing his poetry. But she soon crosses the line into obsession.,97 min,1 hr 37 min
4520,s4521,TV Show,Ordinary Heroes,,2018,2018-10-11 00:00:00,,"Giorgio Tirabassi, Marco Bocci, Cristiana Capotondi, Greta Scarano, Michela Cescon, Diane Fleri, Carlo Calderone, Claudio Gioè, Romina Mondello, Orlando Cinque, Luigi Maria Burruano, Riccardo Scamarcio, Lorenza Indovina, Ivana Lotito, Pierfrancesco Poggi, Marco Leonardi, Anna Ferruzzo, Peppino Mazzotta, Giorgio Marchesi",TV-MA,"Crime TV Shows, International TV Shows, TV Dramas","Get an intimate look at four engaged citizens whose courage, sense of civic duty and ultimate sacrifice helped to transform Italian society.",1 Season,1 Season
4521,s4522,TV Show,Salt Fat Acid Heat,,2018,2018-10-11 00:00:00,,Samin Nosrat,TV-PG,Docuseries,"Chef and food writer Samin Nosrat travels the world to explore four basic keys to wonderful cooking, serving up feasts and helpful tips along the way.",1 Season,1 Season
4522,s4523,Movie,22 July,"Norway, Iceland, United States",2018,2018-10-10 00:00:00,Paul Greengrass,"Anders Danielsen Lie, Jon Øigarden, Jonas Strand Gravli, Ola G. Furuseth, Maria Bock, Thorbjørn Harr, Jaden Smith",R,"Dramas, Thrillers","After devastating terror attacks in Norway, a young survivor, grieving families and the country rally for justice and healing. Based on a true story.",144 min,2 hr 24 min
4523,s4524,TV Show,Blood Pact,Brazil,2018,2018-10-10 00:00:00,,"Guilherme Fontes, Ravel Cabral, Jonathan Haagensen, André Ramiro, Adriano Garib, Mel Lisboa, Cristina Lago",TV-MA,"Crime TV Shows, International TV Shows, TV Dramas","An ambitious TV reporter uses risky and ethically questionable methods to report on gang wars and police corruption in the Amazon port of Belém, Brazil.",1 Season,1 Season
4524,s4525,Movie,Tales From the Hood 2,United States,2018,2018-10-10 00:00:00,"Rusty Cundieff, Darin Scott","Keith David, Bryan Batt, Alexandria Deberry, Bill Martin Williams, Martin Bats Bradford, Kendrick Cross, Jasmine Akakpo, Kedrick Brown",R,"Cult Movies, Horror Movies, Independent Movies",Buckle up for an anthology of socially conscious horror stories that focus on the perils of racial injustice and the price of ignorance.,110 min,1 hr 50 min
4525,s4526,Movie,Mo Amer: The Vagabond,United States,2018,2018-10-09 00:00:00,Stan Lathan,Mo Amer,TV-MA,Stand-Up Comedy,"Arab-American comedian Mo Amer recounts his life as a refugee comic, from traveling with the name Mohammed to his long path to citizenship.",57 min,0 hr 57 min
4526,s4527,Movie,Pulang,Malaysia,2018,2018-10-08 00:00:00,Kabir Bhatia,"Puteri Aishah, Remy Ishak, Alvin Wong",TV-14,"Action & Adventure, Dramas, International Movies","Thom tells her grandson about his grandfather, a sailor who left 61 years ago to seek his fortune, and asks him to find out what happened to her spouse.",119 min,1 hr 59 min
4527,s4528,TV Show,Sofia the First,United States,2017,2018-10-08 00:00:00,,"Ariel Winter, Darcy Rose Byrnes, Sara Ramirez, Tim Gunn, Coco Grayson, Travis Willingham, Wayne Brady, Jess Harnell, Meghan Strange, Zach Callison",TV-Y,Kids' TV,"When her commoner mother marries the king, average-girl Sofia finds that being a real princess isn't all it's cracked up to be.",4 Seasons,4 Seasons
4528,s4529,Movie,Seven in Heaven,United States,2018,2018-10-06 00:00:00,Chris Eigeman,"Travis Tope, Haley Ramm, Jacinda Barrett, Gary Cole, Dylan Everett, Clark Backo, Vinson Tran, Paulino Nunes, Jeff Clarke",PG-13,Horror Movies,Two teenagers step into a secret closet and emerge in a terrifying alternate reality. They must find their way back before the door shuts forever.,94 min,1 hr 34 min
4529,s4530,TV Show,Dancing Queen,,2018,2018-10-05 00:00:00,,"Justin ""Alyssa Edwards"" Johnson",TV-14,Reality TV,Snatching trophies. Getting gorgeous. Turning it up. Alyssa Edwards rules the dance studio by day – and the drag world by night.,1 Season,1 Season
4530,s4531,TV Show,Empire Games,"Czech Republic, United States",2018,2018-10-05 00:00:00,,Jim O'Brien,TV-14,Docuseries,Interviews with scholars and dramatic reenactments bring to life the origins and history-making achievements of the world's greatest ancient empires.,1 Season,1 Season
4531,s4532,TV Show,LOST SONG,Japan,2018,2018-10-05 00:00:00,,"Konomi Suzuki, Yukari Tamura, Misaki Kuno, Chiaki Takahashi, Seiichiro Yamashita, Asami Seto, Yu Serizawa, Ai Kayano, Tsuyoshi Koyama, Yuto Suzuki, Mitsuru Ogata, Hiroshi Ito",TV-14,"Anime Series, International TV Shows","War looms over the kingdom of Neunatia, where two young women are both burdened and blessed by the power of song.",1 Season,1 Season
4532,s4533,Movie,Malevolent,United Kingdom,2018,2018-10-05 00:00:00,Olaf de Fleur,"Florence Pugh, Ben Lloyd-Hughes, Celia Imrie, James Cosmo, Scott Chambers, Georgina Bevan",TV-MA,"Horror Movies, Thrillers","A brother-sister team who fake paranormal encounters for cash get more than they bargained for when a job at a haunted estate turns very, very real.",89 min,1 hr 29 min
4533,s4534,Movie,Private Life,United States,2018,2018-10-05 00:00:00,Tamara Jenkins,"Paul Giamatti, Kathryn Hahn, Kayli Carter, Molly Shannon, John Carroll Lynch, Denis O'Hare, Desmin Borges, Tracee Chimo, Siobhan Fallon Hogan, Emily Robinson",R,"Comedies, Dramas, Independent Movies","Struggling to conceive, a couple in their 40s are almost out of options – until a sliver of hope arrives in the form of their visiting step-niece.",124 min,2 hr 4 min
4534,s4535,Movie,Super Monsters Save Halloween,,2018,2018-10-05 00:00:00,,"Elyse Maloway, Vincent Tong, Erin Matthews, Andrea Libman, Alessandro Juliani, Nicole Anthony, Diana Kaarina, Ian James Corlett, Britt McKillip, Kathleen Barr",TV-Y,Children & Family Movies,"The Super Monsters use their powers to get their neighbors in the Halloween spirit, then help a nervous friend see there's nothing to be afraid of.",25 min,0 hr 25 min
4535,s4536,TV Show,YG Future Strategy Office,South Korea,2018,2018-10-05 00:00:00,,"Seungri, Yoo Byung Jae, Lee Jai-jin, Jinu, Son Se-bin, Kim Ga-eun, Park Choong-hwan, Baek Yeong-gwang, Choi Sin-deuk",TV-MA,"International TV Shows, Korean TV Shows, TV Comedies","K-pop star Seungri, BIGBANG's youngest member, tries to lead a team of bumbling staff at YG's Future Strategy Office in this mockumentary sitcom.",1 Season,1 Season
4536,s4537,TV Show,Violet Evergarden: Special,,2018,2018-10-04 00:00:00,,"Yui Ishikawa, Takehito Koyasu, Daisuke Namikawa, Aya Endo, Kouki Uchiyama, Minori Chihara, Haruka Tomatsu, Yoko Hikasa",TV-PG,"Anime Series, International TV Shows, Romantic TV Shows","Auto Memory Doll Violet Evergarden writes letters for people who can’t, learning about her war-torn country and her own hardened heart along the way.",1 Season,1 Season
4537,s4538,Movie,The Black Prince,"United Kingdom, India, United States",2017,2018-10-03 00:00:00,Kavi Raz,"Satinder Sartaaj, Shabana Azmi, Jason Flemyng, Amanda Root, Rup Magon, Sophie Stevens, Keith Duffy, David Essex, Leanne Joyce, Ranjit Singh Shubh",PG-13,"Dramas, International Movies","After being exiled to England as a child, a Punjabi prince struggles to return to his homeland and his Sikh faith in this historical drama.",121 min,2 hr 1 min
4538,s4539,Movie,Truth or Dare,United States,2017,2018-10-03 00:00:00,Nick Simon,"Cassandra Scerbo, Brytni Sarpy, Mason Dye, Harvey Guillen, Luke Baines, Ricardo Hoyos, Alexxis Lemire, Christina Masterson, Heather Langenkamp",TV-MA,Horror Movies,"A game of ""Truth or Dare"" among college friends on spring break turns deadly when a demon seems determined to use it to kill them all.",88 min,1 hr 28 min
4539,s4540,Movie,Death Race: Beyond Anarchy,"United States, Bulgaria",2017,2018-10-02 00:00:00,Don Michael Paul,"Zach McGowan, Danny Glover, Frederick Koehler, Danny Trejo, Christine Marzano, Cassie Clare, Yennis Cheung, Lucy Aarden",R,Action & Adventure,"An ex-racecar driver is sent to a barbaric prison where, to get pardoned, he must defeat the inmate known as Frankenstein in a lethal ""Death Race.""",111 min,1 hr 51 min
4540,s4541,Movie,Eric ldle's What About Dick?,United States,2012,2018-10-02 00:00:00,"Eric Idle, Aubrey Powell","Russell Brand, Billy Connolly, Tim Curry, Eric Idle, Eddie Izzard, Jane Leeves, Jim Piddock, Tracey Ullman, Sophie Winkleman",TV-MA,"Comedies, Music & Musicals","In a madcap stage play from Monty Python icon Eric Idle, comic greats perform the decline and fall of the British Empire ... as told through a piano.",81 min,1 hr 21 min
4541,s4542,Movie,Joe Rogan: Strange Times,,2018,2018-10-02 00:00:00,Anthony Giordano,Joe Rogan,TV-MA,Stand-Up Comedy,"Outspoken as ever, comedian Joe Rogan takes on current culture, pro wrestling, pot laws, cats, vegans and more in a stand-up special shot in Boston.",64 min,1 hr 4 min
4542,s4543,TV Show,Monty Python Best Bits (mostly),United Kingdom,2014,2018-10-02 00:00:00,,"Hugh Bonneville, Graham Chapman, John Cleese, Terry Gilliam, Eric Idle, Terry Jones, Michael Palin",TV-MA,"British TV Shows, Docuseries, TV Comedies","Prominent comedians pay tribute to Monty Python's best work in this five-part series, along with selected clips of sketches.",1 Season,1 Season
4543,s4544,Movie,Monty Python Conquers America,,2008,2018-10-02 00:00:00,Will Yapp,"Graham Chapman, Eric Idle, Terry Jones, Michael Palin, Terry Gilliam, John Cleese",TV-MA,Documentaries,Follow the evolution of the British sketch comedy troupe that redefined humor and shaped an entire generation of American comics.,55 min,0 hr 55 min
4544,s4545,Movie,"Monty Python Live (Mostly): One Down, Five to Go",United Kingdom,2014,2018-10-02 00:00:00,Eric Idle,"John Cleese, Terry Gilliam, Eric Idle, Terry Jones, Michael Palin",TV-MA,Comedies,"Live from London in a sold-out final show, surviving members of the British comedy troupe reprise old roles and break out in irreverent song and dance.",137 min,2 hr 17 min
4545,s4546,Movie,Monty Python: Before the Flying Circus,United Kingdom,2000,2018-10-02 00:00:00,Will Yapp,"Graham Chapman, Eric Idle, Terry Jones, Michael Palin, Terry Gilliam, John Cleese",TV-MA,"Comedies, Documentaries","Discover how six seemingly ordinary but supremely talented men became Monty Python, sketch comedy's revolutionary comedy troupe.",56 min,0 hr 56 min
4546,s4547,Movie,Monty Python: Live at Aspen,United States,1998,2018-10-02 00:00:00,,"Robert Klein, John Cleese, Terry Gilliam, Eric Idle, Terry Jones, Michael Palin, Graham Chapman, Eddie Izzard",TV-MA,"Comedies, Documentaries",The members of Monty Python reunite on stage to talk about making their iconic show that changed sketch comedy forever.,58 min,0 hr 58 min
4547,s4548,Movie,Monty Python: Live at The Hollywood Bowl,United Kingdom,1982,2018-10-02 00:00:00,"Terry Hughes, Ian MacNaughton","Graham Chapman, John Cleese, Terry Gilliam, Eric Idle, Terry Jones, Michael Palin, Neil Innes, Carol Cleveland",R,Comedies,"Film clips and Terry Gilliam animations feature in this live-to-tape performance of greatest hits, including ""Travel Agent"" and ""Solo Wrestling.""",80 min,1 hr 20 min
4548,s4549,Movie,Monty Python: The Meaning of Live,United Kingdom,2014,2018-10-02 00:00:00,"Roger Graef, James Rogan","John Cleese, Terry Gilliam, Eric Idle, Terry Jones, Michael Palin, Mike Myers, Graham Chapman, Stephen Hawking",TV-MA,Documentaries,"From heyday to curtain call, this documentary offers a rare glimpse of the legendary Monty Python troupe as it stages live shows after a long hiatus.",94 min,1 hr 34 min
4549,s4550,TV Show,Monty Python's Almost the Truth,United Kingdom,2009,2018-10-02 00:00:00,,"Graham Chapman, Eric Idle, John Cleese, Michael Palin, Terry Gilliam, Terry Jones",TV-MA,"British TV Shows, Docuseries","The legacy of comedy group Monty Python, whose irreverent brand of humor has tickled the ribs of millions, is explored in this documentary.",1 Season,1 Season
4550,s4551,TV Show,Monty Python's Fliegender Zirkus,"United Kingdom, West Germany",1972,2018-10-02 00:00:00,,"Graham Chapman, John Cleese, Eric Idle, Terry Jones, Michael Palin, Connie Booth",TV-MA,"International TV Shows, TV Comedies","The Pythons elevate the absurd to new heights and bring their sketches to German TV, working in phonetic German, at times with an Australian accent.",1 Season,1 Season
4551,s4552,TV Show,Monty Python's Flying Circus,United Kingdom,1974,2018-10-02 00:00:00,,"John Cleese, Graham Chapman, Terry Jones, Eric Idle, Michael Palin, Terry Gilliam",TV-14,"British TV Shows, Classic & Cult TV, International TV Shows","The Monty Python players make their mark with a winning mix of wit, ingenuity and brilliant timing – and a penchant for mockery and cross-dressing.",4 Seasons,4 Seasons
4552,s4553,Movie,Monty Python's Life of Brian,United Kingdom,1979,2018-10-02 00:00:00,Terry Jones,"Graham Chapman, John Cleese, Terry Gilliam, Eric Idle, Terry Jones, Michael Palin, Terence Bayler, Carol Cleveland",R,"Classic Movies, Comedies, Cult Movies","Born in a stable in Judea, Brian grows up to join a group of anti-Roman zealots, but his fate keeps getting confused with that of a certain carpenter.",94 min,1 hr 34 min
4553,s4554,TV Show,Monty Python's Personal Best,"United States, United Kingdom",2005,2018-10-02 00:00:00,,"John Cleese, Terry Gilliam, Terry Jones, Graham Chapman, Michael Palin, Eric Idle",TV-MA,"British TV Shows, TV Comedies",Original members of the iconic Monty Python comedy troupe pick their all-time favorite sketches from their groundbreaking television series.,1 Season,1 Season
4554,s4555,Movie,Parrot Sketch Not Included: Twenty Years of Monty Python,United Kingdom,1989,2018-10-02 00:00:00,Ian MacNaughton,"Steve Martin, John Cleese, Graham Chapman, Terry Gilliam, Eric Idle, Terry Jones, Michael Palin, Carol Cleveland, Connie Booth",TV-14,Comedies,"Presented by Steve Martin, this anthology draws from “Flying Circus” and “Fliegender Zirkus” to mark the 20th anniversary of the TV series.",72 min,1 hr 12 min
4555,s4556,Movie,The Meaning of Monty Python,United Kingdom,2013,2018-10-02 00:00:00,Albert Sharpe,,TV-MA,Documentaries,"Five Pythons reflect on their creative process, politics, television and the making of their award-winning final film, ""The Meaning of Life.""",60 min,1 hr 0 min
4556,s4557,Movie,25 Kille,India,2016,2018-10-01 00:00:00,Simranjit Singh Hundal,"Guggu Gill, Yograj Singh, Sonia Mann, Jimmy Sharma, Sapna Bassi, Lakha Lakhwinder Singh, Sandeep Kaur Sandy, Sardar Sohi",TV-14,"Action & Adventure, Dramas, International Movies","Four brothers learn that they have inherited ancestral land, but must fight to claim it when a greedy feudal lord threatens to take it over.",140 min,2 hr 20 min
4557,s4558,Movie,A Witches' Ball,Canada,2017,2018-10-01 00:00:00,Justin G. Dyck,"Morgan Neundorf, Karen Slater, Loukia Ioannou, Will Ennis, Renee Stein, Keith Cooper, Paul Mason, Lisa Scenna, Ashley Rogan",PG,Children & Family Movies,"Beatrix can't wait to be inducted as a witch, but an unfortunate incident threatens to take her pending title away if she doesn't act fast.",91 min,1 hr 31 min
4558,s4559,Movie,Agyaat,India,2009,2018-10-01 00:00:00,Ram Gopal Varma,"Adesh Bhardwaj, Rasika Dugal, Joy Fernandes, Ravi Kale, Ishtiyak Khan, Priyanka Kothari, Kali Prasad Mukherjee, Nitin Reddy, Gautam Rode, Howard Rosemeyer",TV-14,"Horror Movies, International Movies",A film crew shooting in a remote forested location begins losing members one by one to a mysterious entity that they cannot see or hear.,97 min,1 hr 37 min
4559,s4560,Movie,Anjaan,India,2014,2018-10-01 00:00:00,N. Linguswamy,"Suriya, Samantha Ruth Prabhu, Vidyut Jammwal, Manoj Bajpayee, Soori",TV-14,"Action & Adventure, Dramas, International Movies","Mild-mannered Krishna comes to Mumbai to search for his gang-leader brother, and quickly finds himself in way over his head.",146 min,2 hr 26 min
4560,s4561,Movie,Bathinda Express,India,2016,2018-10-01 00:00:00,Deep Joshi,"Deep Joshi, Jasmine Kaur, Mohit Bhaskar, Vijay S. Kumar, Prince Kanwaljit Singh, Tarlochan Singh, Harsh Sethi",TV-14,"Dramas, International Movies, Sports Movies",An ambitious young athlete endeavors to revive his floundering running career after falling prey to negative influences.,118 min,1 hr 58 min
4561,s4562,Movie,Delhi 6,India,2009,2018-10-01 00:00:00,Rakeysh Omprakash Mehra,"Abhishek Bachchan, Sonam Kapoor, Waheeda Rehman, Om Puri, Prem Chopra, Atul Kulkarni, Pavan Malhotra, Divya Dutta, Deepak Dobriyal, Sheeba Chaddha",TV-14,"Dramas, International Movies","In the ancient walled city of Delhi, an American-born Indian finds himself on an unexpected inner journey as he learns about himself and his roots.",128 min,2 hr 8 min
4562,s4563,Movie,Dev.D,India,2009,2018-10-01 00:00:00,Anurag Kashyap,"Abhay Deol, Mahie Gill, Kalki Koechlin, Sindbad Phgura, Ammo 'Too Sweet', Jimi the Quiff, Parakh Madan",TV-MA,"Dramas, International Movies, Romantic Movies","Because they come from different castes, the son of a tax collector and his true love are not allowed to marry, sending them down divergent paths.",137 min,2 hr 17 min
4563,s4564,Movie,Dil Vil Pyaar Vyaar,India,2014,2018-10-01 00:00:00,Manjeet Maan,"Gurdas Maan, Neeru Bajwa, Jassi Gill, Rajiv Thakur, Khushdeed Maan, Manav Vij, Raj Jhinger, Shruti Sodhi, Meher Vij",TV-PG,"International Movies, Music & Musicals, Romantic Movies","Agam Singh's brothers mean everything to him, so while he promises not to marry, he tries to get them to marry – but they want him to marry first.",145 min,2 hr 25 min
4564,s4565,Movie,Dushman,,2017,2018-10-01 00:00:00,Shagufta Rafique,"Kartar Cheema, Jashan Singh, Sakshi Gulati, Gulshan Grover, Savita Bhatti, Yashpal Sharma, Mohit Sharma, Sukhwinder Sohi",TV-14,"Dramas, International Movies",An Indian hotel waiter forms an unlikely bond with a Pakistani colleague when the establishment’s criminal owner threatens to ruin both their lives.,141 min,2 hr 21 min
4565,s4566,Movie,Ek Main Aur Ekk Tu,India,2012,2018-10-01 00:00:00,Shakun Batra,"Kareena Kapoor, Imran Khan, Boman Irani, Ram Kapoor, Ratna Pathak Shah, Zenobia Shroff, Soniya Mehra, Akshat Verma, Dana Lewis, Rajesh Khattar",TV-14,"Comedies, International Movies, Romantic Movies",Bollywood stars Imran Khan and Kareena Kapoor pair up to play exceptionally dissimilar lovers in this lighthearted romantic comedy.,106 min,1 hr 46 min
4566,s4567,Movie,Freedom at Midnight,,2018,2018-10-01 00:00:00,Tinu Pappachan,"Antony Varghese, Vinayakan, Chemban Vinod Jose, Tito Wilson, Sinoj Varghese, Aswathy Manoharan",TV-MA,"Dramas, Independent Movies, International Movies","Jailed after becoming entangled in the murder of a cop, a prisoner assembles a team of inmates to hatch a plan for making a getaway.",135 min,2 hr 15 min
4567,s4568,Movie,Haani,India,2013,2018-10-01 00:00:00,Amitoj Mann,"Sarabjit Cheema, Mahreen Kaleka, Harbhajan Mann, Anuj Sachdeva, Rupan Bal, Sonia Mann",TV-14,"Dramas, International Movies, Music & Musicals","When a man discovers that he can communicate with his grandfather's spirit, it leads to two love stories intertwining 50 years apart.",137 min,2 hr 17 min
4568,s4569,Movie,Happy Go Lucky,India,2014,2018-10-01 00:00:00,Amarpreet G S Chabbra,"Amrinder Gill, Harish Verma, Sumeet Sandhu, Gurpreet Guggi, B.N. Sharma, Praneet Bhatt, Kuldeep Sharma",TV-14,"Comedies, International Movies, Music & Musicals","Three sisters seem to be ideal brides for three brothers. But when the girls' father won't allow the marriages, the boys use trickery to pull it off.",129 min,2 hr 9 min
4569,s4570,Movie,Harishchandrachi Factory,India,2009,2018-10-01 00:00:00,Paresh Mokashi,"Nandu Madhav, Vibhawari Deshpande, Ambarish Deshpande, Mohit Gokhale, Dilip Joglekar, Dheeresh Joshi, Ketan Karande, Atharva Karve, Mayur Khandge, Sandip Pathak",TV-PG,"Dramas, International Movies","Against a backdrop of burgeoning social unrest, a neophyte filmmaker makes history in 1913 as the director of India's first feature-length film.",99 min,1 hr 39 min
4570,s4571,TV Show,Hot Date,United States,2018,2018-10-01 00:00:00,,"Emily Axford, Brian Murphy",TV-MA,"Romantic TV Shows, TV Comedies",Interconnected sketches and performances skewer the madness and misunderstandings of modern relationships.,1 Season,1 Season
